booking_id,guest_id,hotel_name_raw,room_type_id,check_in,check_out,nights,rate_per_night,total_revenue,satisfaction_score,booking_channel
599,95,london bankside,3,2026-05-19,2026-05-22,3,178.53,535.59,3,OTA
600,399,ROTTERDAM ,3,2025-09-01,2025-09-07,6,214.28,1285.68,4,OTA
601,361,New York Bowery,4,2025-04-12,2025-04-13,1,109.02,109.02,5,OTA
602,66,Paris Gare de Lyon,2,2026-03-05,2026-03-10,5,174.67,873.35,3,Corporate
603,35,london bankside,4,2026-03-06,2026-03-11,5,104.65,523.25,5,OTA
604,380,amsterdam amstel,4,2026-05-22,2026-05-28,6,105.01,630.06,5,Direct
605,311,copenhagen islands brygge,3,2025-07-31,2025-07-31,0,214.86,0.0,3,OTA
606,363,new york bowery,3,2025-05-02,2025-05-04,2,210.44,420.88,4,Corporate
607,329,Boston North Station,2,2025-08-04,2025-08-09,5,161.16,805.8,4,OTA
608,314,paris gare de lyon,3,2025-11-29,2025-11-30,1,170.89,170.89,5,Direct
609,382,London  Bankside,4,2025-09-21,2025-09-28,7,108.46,759.22,5,Corporate
610,229,Copenhagen Islands Brygge,2,2026-03-21,2026-03-24,3,151.73,455.19,5,OTA
611,93,Seattle  South Lake Union,3,2025-01-22,2025-01-25,3,183.54,550.62,3,Direct
612,207,Seattle  South Lake Union,1,2026-06-24,2026-06-26,2,133.33,266.66,2,Direct
613,128,amsterdam amstel,1,2025-10-02,2025-10-04,2,124.24,248.48,5,Direct
614,44,ROTTERDAM ,2,2025-05-23,2025-05-27,4,174.72,698.88,5,OTA
615,11,Boston North Station,1,2025-04-16,2025-04-21,5,120.4,602.0,,OTA
616,76,copenhagen islands brygge,3,2025-10-21,2025-10-23,2,221.84,443.68,4,Direct
617,40,boston north station,3,2025-05-02,2025-05-05,3,239.64,718.92,4,OTA
618,218,Paris Gare De Lyon,2,2025-11-05,2025-11-10,5,144.47,722.35,5,Corporate
619,77,London Bankside,2,2025-11-24,2025-11-26,2,165.21,330.42,5,Direct
620,47,Boston North Station,3,2025-05-11,2025-05-13,2,196.76,393.52,5,Direct
621,335,Rotterdam,2,2026-01-28,2026-02-01,4,155.05,620.2,3,Direct
622,360,Copenhagen Islands Brygge,1,2025-08-29,2025-08-29,0,113.9,0.0,4,Direct
623,151,Rotterdam,4,2025-05-28,2025-06-04,7,122.43,857.01,3,OTA
624,357,Paris Gare de Lyon,2,2026-01-22,2026-01-28,6,178.75,1072.5,4,Direct
625,76,Paris Gare de Lyon,3,2025-05-25,2025-05-26,1,171.04,171.04,2,OTA
626,271,Paris Gare De Lyon,3,2026-04-27,2026-05-01,4,203.66,814.64,5,OTA
627,258,amsterdam amstel,2,2025-01-12,2025-01-16,4,162.9,651.6,3,Corporate
628,217,Boston North Station,2,2025-10-06,2025-10-07,1,179.47,179.47,3,Direct
629,287,Paris Gare De Lyon,1,2026-04-25,2026-04-29,4,126.09,504.36,,Corporate
630,56,new york bowery,1,2025-03-21,2025-03-24,3,135.01,405.03,5,Direct
631,97, Amsterdam Amstel ,2,2025-02-03,2025-02-05,2,179.4,358.8,,Corporate
632,183,Boston North Station,3,2026-02-12,2026-02-17,5,226.94,1134.7,4,Direct
633,397,London  Bankside,2,2025-01-25,2025-01-30,5,151.62,758.1,5,OTA
634,48,London  Bankside,2,2025-08-09,2025-08-16,7,132.93,930.51,3,OTA
635,68,rotterdam,3,2025-10-25,2025-10-28,3,241.17,723.51,2,OTA
636,322,Paris Gare De Lyon,4,2025-04-10,2025-04-17,7,114.62,802.34,4,Direct
637,35,Boston North Station,3,2026-01-08,2026-01-11,3,183.65,550.95,5,Corporate
638,72,Seattle  South Lake Union,1,2026-05-15,2026-05-16,1,110.6,110.6,4,OTA
639,43,rotterdam,4,2026-06-03,2026-06-07,4,118.77,475.08,5,OTA
640,54,amsterdam amstel,3,2026-01-20,2026-01-22,2,234.65,469.3,5,Corporate
641,44,Seattle South Lake Union,2,2025-04-21,2025-04-25,4,136.19,544.76,4,OTA
642,143,Seattle South Lake Union,4,2025-02-09,2025-02-14,5,103.36,516.8,4,OTA
643,221, Amsterdam Amstel ,4,2025-08-07,2025-08-08,1,86.37,86.37,2,OTA
644,208,london bankside,1,2025-11-02,2025-11-09,7,136.09,952.63,5,Direct
645,386,copenhagen islands brygge,3,2025-06-18,2025-06-20,2,201.78,403.56,4,Direct
646,288,Copenhagen Islands Brygge,2,2025-03-21,2025-03-27,6,159.38,956.28,,Direct
647,59,seattle south lake union,4,2025-09-27,2025-10-02,5,123.05,615.25,4,OTA
648,97, New York Bowery,4,2025-06-20,2025-06-25,5,98.73,493.65,5,Corporate
649,359,Boston North Station,4,2026-04-12,2026-04-16,4,98.88,395.52,3,Corporate
650,220,paris gare de lyon,3,2025-07-01,2025-07-06,5,211.13,1055.65,2,OTA
651,54,London Bankside,1,2025-01-17,2025-01-22,5,102.62,513.1,3,Direct
652,216, Amsterdam Amstel ,2,2025-08-17,2025-08-24,7,146.29,1024.03,5,Corporate
653,331,seattle south lake union,4,2025-01-08,2025-01-11,3,104.79,314.37,5,Direct
654,17,AMSTERDAM AMSTEL,1,2025-01-27,2025-01-29,2,134.76,269.52,4,OTA
655,201, New York Bowery,2,2026-02-07,2026-02-14,7,176.92,1238.44,2,OTA
656,82,ROTTERDAM ,4,2025-08-25,2025-08-26,1,90.3,90.3,2,Corporate
657,105,paris gare de lyon,1,2025-04-06,2025-04-07,1,125.52,125.52,5,OTA
658,196,London  Bankside,1,2025-05-14,2025-05-18,4,132.0,528.0,3,OTA
659,338,copenhagen islands brygge,1,2025-10-09,2025-10-10,1,125.46,125.46,4,OTA
660,135,paris gare de lyon,2,2025-04-06,2025-04-07,1,145.19,145.19,2,Direct
661,40,Seattle  South Lake Union,2,2026-03-06,2026-03-10,4,160.33,641.32,4,Direct
662,176,Amsterdam Amstel,3,2026-05-11,2026-05-16,5,170.48,852.4,5,OTA
663,111,amsterdam amstel,3,2025-04-28,2025-04-30,2,180.58,361.16,4,Direct
664,363,london bankside,3,2026-04-24,2026-04-30,6,203.07,1218.42,3,OTA
665,53,boston north station,3,2025-06-19,2025-06-26,7,224.69,1572.83,5,Corporate
666,197,London  Bankside,4,2025-07-24,2025-07-29,5,119.62,598.1,5,Direct
667,151,boston north station,3,2026-02-12,2026-02-13,1,231.26,231.26,4,Direct
668,75,rotterdam,3,2025-05-06,2025-05-07,1,170.92,170.92,5,Corporate
669,146,london bankside,2,2026-06-24,2026-06-26,2,140.56,281.12,4,Direct
670,164,copenhagen islands brygge,2,2025-07-21,2025-07-22,1,152.82,152.82,2,Direct
671,197,ROTTERDAM ,2,2025-01-22,2025-01-25,3,168.65,505.95,5,Corporate
672,274,Copenhagen Islands Brygge,1,2025-12-12,2025-12-18,6,118.59,711.54,2,Corporate
673,41,rotterdam,3,2026-05-21,2026-05-26,5,192.66,963.3,5,Direct
674,115,London Bankside,1,2025-01-11,2025-01-13,2,112.18,224.36,2,Direct
675,3,ROTTERDAM ,1,2025-09-23,2025-09-30,7,100.19,701.33,5,OTA
676,358,copenhagen islands brygge,2,2025-05-22,2025-05-27,5,132.12,660.6,2,Direct
677,245, New York Bowery,4,2025-10-15,2025-10-18,3,103.84,311.52,5,Corporate
678,332, New York Bowery,2,2025-03-21,2025-03-22,1,128.45,64.22,5,OTA
679,303,Rotterdam,3,2025-11-16,2025-11-22,6,181.74,1090.44,4,Corporate
680,263,Seattle  South Lake Union,2,2026-02-14,2026-02-16,2,148.62,297.24,4,Direct
681,236,New York Bowery,2,2025-10-01,2025-10-02,1,154.62,154.62,4,Direct
682,204,New York Bowery,4,2026-06-05,2026-06-08,3,95.86,287.58,2,Direct
683,91,new york bowery,3,2026-06-27,2026-07-02,5,202.88,1014.4,3,OTA
684,123, Amsterdam Amstel ,1,2026-06-29,2026-06-30,1,136.58,136.58,2,Direct
685,106,boston north station,2,2025-07-28,2025-07-31,3,164.35,493.05,5,OTA
686,157,Seattle  South Lake Union,2,2025-06-24,2025-06-27,3,134.37,403.11,5,Direct
687,11,copenhagen islands brygge,2,2025-09-28,2025-09-29,1,167.37,301.27,5,Direct
688,24,Seattle South Lake Union,1,2025-10-25,2025-11-01,7,120.04,840.28,4,Corporate
689,132,ROTTERDAM ,4,2025-09-17,2025-09-20,3,116.95,350.85,4,OTA
690,76,Boston North Station,4,2025-08-14,2025-08-20,6,99.07,594.42,2,Direct
691,141,Copenhagen Islands Brygge,4,2026-06-24,2026-06-26,2,111.3,222.6,2,Corporate
692,314, Amsterdam Amstel ,1,2026-03-20,2026-03-27,7,140.31,982.17,5,Direct
693,349,paris gare de lyon,2,2026-06-20,2026-06-23,3,162.04,486.12,5,Corporate
694,145,amsterdam amstel,1,2025-02-24,2025-02-28,4,116.86,467.44,,OTA
695,45,Boston North Station,3,2025-05-27,2025-06-02,6,214.34,1286.04,,Corporate
696,205,copenhagen islands brygge,1,2025-09-25,2025-09-28,3,105.66,316.98,4,OTA
697,70,new york bowery,4,2025-07-24,2025-07-27,3,96.8,290.4,5,Direct
698,71,Copenhagen Islands Brygge,4,2025-11-17,2025-11-22,5,112.58,562.9,2,Direct
699,46,AMSTERDAM AMSTEL,2,2025-11-06,2025-11-13,7,153.58,1075.06,3,Corporate
700,207,Copenhagen Islands Brygge,1,2026-04-19,2026-04-26,7,120.69,844.83,,Direct
701,290,london bankside,4,2025-12-06,2025-12-13,7,113.64,795.48,5,OTA
702,115,Seattle South Lake Union,2,2025-11-05,2025-11-11,6,180.1,1945.08,3,Direct
703,50,London  Bankside,2,2025-07-29,2025-07-30,1,171.4,171.4,5,Corporate
704,280,Paris Gare de Lyon,3,2026-03-26,2026-04-02,7,179.41,1255.87,5,OTA
705,246,new york bowery,3,2025-10-24,2025-10-30,6,214.61,1287.66,5,Direct
706,15,Copenhagen Islands Brygge,3,2026-04-14,2026-04-15,1,170.93,170.93,,Corporate
707,235,Seattle  South Lake Union,3,2025-01-10,2025-01-12,2,234.8,469.6,4,OTA
708,336,London Bankside,2,2025-12-27,2026-01-02,6,143.96,863.76,4,Corporate
709,248,London  Bankside,4,2026-04-29,2026-05-04,5,107.39,536.95,3,Corporate
710,317,ROTTERDAM ,4,2025-03-11,2025-03-12,1,113.35,113.35,4,Direct
711,122, New York Bowery,1,2025-06-28,2025-07-04,6,131.05,786.3,4,Corporate
712,391,london bankside,3,2025-01-31,2025-02-02,2,222.92,445.84,3,Corporate
713,104,Boston North Station,2,2026-03-21,2026-03-28,7,169.02,1183.14,5,Direct
714,185,Paris Gare de Lyon,4,2025-03-15,2025-03-18,3,113.24,339.72,3,OTA
715,181,Seattle  South Lake Union,3,2025-05-22,2025-05-29,7,202.42,1416.94,4,OTA
716,61,Boston North Station,4,2025-08-25,2025-08-26,1,98.07,98.07,5,Corporate
717,81,Rotterdam,3,2025-03-18,2025-03-23,5,234.6,1173.0,3,OTA
718,242,London  Bankside,3,2025-01-31,2025-02-01,1,189.82,189.82,5,OTA
719,32,ROTTERDAM ,2,2026-05-21,2026-05-22,1,156.45,156.45,5,Direct
720,246,London  Bankside,2,2025-10-05,2025-10-11,6,127.08,762.48,4,Corporate
721,29,New York Bowery,1,2025-07-20,2025-07-25,5,114.64,573.2,5,Direct
722,221,Copenhagen Islands Brygge,4,2025-05-22,2025-05-23,1,119.59,119.59,4,Corporate
723,119,amsterdam amstel,1,2025-01-11,2025-01-13,2,130.91,261.82,3,Direct
724,40,New York Bowery,1,2025-05-10,2025-05-14,4,100.01,400.04,3,OTA
725,63,Seattle  South Lake Union,1,2025-03-20,2025-03-23,3,107.08,321.24,4,OTA
726,400,boston north station,3,2025-09-08,2025-09-13,5,194.21,971.05,,Direct
727,41,seattle south lake union,2,2025-05-21,2025-05-28,7,137.92,965.44,3,OTA
728,226, New York Bowery,4,2025-04-27,2025-04-28,1,86.78,86.78,2,Direct
729,10,copenhagen islands brygge,4,2026-01-29,2026-02-02,4,93.32,373.28,2,Corporate
730,312,Rotterdam,3,2025-09-26,2025-10-03,7,186.47,1305.29,2,Direct
731,274,copenhagen islands brygge,4,2026-03-11,2026-03-16,5,114.72,573.6,2,OTA
732,350, Amsterdam Amstel ,3,2025-03-29,2025-03-31,2,192.46,384.92,5,Corporate
733,64,Boston North Station,3,2025-11-25,2025-12-02,7,183.62,1285.34,,Direct
734,285,Seattle  South Lake Union,2,2026-02-23,2026-02-24,1,129.52,129.52,3,Direct
735,133,boston north station,4,2025-05-11,2025-05-13,2,91.08,182.16,5,Direct
736,163,Seattle  South Lake Union,1,2025-08-22,2025-08-23,1,141.35,141.35,5,Corporate
737,180,amsterdam amstel,1,2025-03-21,2025-03-26,5,120.38,601.9,4,Direct
738,74,copenhagen islands brygge,1,2025-12-01,2025-12-06,5,112.71,563.55,4,Corporate
739,23,paris gare de lyon,3,2025-06-03,2025-06-08,5,216.14,1080.7,3,OTA
740,194,Rotterdam,1,2025-06-03,2025-06-07,4,126.41,505.64,3,OTA
741,271,Copenhagen Islands Brygge,1,2026-04-29,2026-05-05,6,117.33,703.98,5,Corporate
742,234,Rotterdam,3,2025-04-29,2025-05-05,6,225.5,1353.0,4,OTA
743,248,ROTTERDAM ,2,2026-04-05,2026-04-12,7,156.76,1097.32,4,OTA
744,311,Copenhagen Islands Brygge,3,2025-10-21,2025-10-24,3,176.26,528.78,4,OTA
745,86,Seattle South Lake Union,1,2026-03-05,2026-03-08,3,129.12,387.36,4,Direct
746,38,amsterdam amstel,2,2026-06-12,2026-06-19,7,146.68,1026.76,4,OTA
747,173,Boston North Station,3,2025-04-21,2025-04-27,6,225.95,1355.7,5,Direct
748,388,copenhagen islands brygge,4,2025-05-18,2025-05-24,6,114.61,687.66,3,Direct
749,333,ROTTERDAM ,4,2026-01-24,2026-01-27,3,104.83,314.49,4,Direct
750,166,copenhagen islands brygge,4,2025-11-23,2025-11-30,7,90.94,636.58,3,Corporate
751,178,Rotterdam,3,2025-06-19,2025-06-20,1,206.89,206.89,4,Corporate
752,342,London Bankside,3,2025-05-25,2025-05-26,1,233.51,233.51,5,Direct
753,251,New York Bowery,1,2026-01-14,2026-01-16,2,139.43,278.86,5,Direct
754,362,London  Bankside,1,2026-04-01,2026-04-05,4,101.89,407.56,5,Direct
755,114,London  Bankside,1,2025-12-01,2025-12-03,2,110.14,220.28,3,Direct
756,222,Rotterdam,1,2026-06-18,2026-06-21,3,122.44,367.32,5,Direct
757,345,Copenhagen Islands Brygge,2,2025-09-29,2025-10-03,4,170.35,681.4,5,Direct
758,223,New York Bowery,1,2026-05-18,2026-05-23,5,129.06,645.3,5,OTA
759,272,rotterdam,2,2025-11-04,2025-11-11,7,141.34,989.38,2,OTA
760,58,London Bankside,3,2026-03-06,2026-03-10,4,220.18,880.72,5,Direct
761,397,Copenhagen Islands Brygge,4,2026-05-16,2026-05-21,5,94.42,472.1,3,Direct
762,346,rotterdam,3,2026-02-26,2026-03-02,4,202.25,809.0,5,OTA
763,230, Amsterdam Amstel ,4,2025-08-15,2025-08-20,5,105.87,529.35,4,OTA
764,277,Paris Gare De Lyon,1,2025-01-22,2025-01-29,7,132.13,924.91,4,OTA
765,186,amsterdam amstel,2,2025-06-10,2025-06-17,7,172.9,1210.3,4,Corporate
766,19,New York Bowery,1,2026-06-24,2026-06-25,1,132.6,132.6,5,OTA
767,140,New York Bowery,1,2026-01-22,2026-01-28,6,133.78,802.68,4,OTA
768,8,Copenhagen Islands Brygge,2,2025-04-08,2025-04-14,6,146.85,881.1,5,Direct
769,141, Amsterdam Amstel ,4,2025-07-27,2025-07-28,1,110.43,110.43,5,OTA
770,146,boston north station,2,2026-01-27,2026-01-28,1,165.55,165.55,3,Direct
771,395,AMSTERDAM AMSTEL,2,2026-04-03,2026-04-06,3,131.16,393.48,4,Direct
772,251,Paris Gare de Lyon,2,2025-03-27,2025-03-29,2,171.7,343.4,,Direct
773,78,boston north station,1,2025-11-26,2025-12-02,6,115.82,347.46,3,OTA
774,237,new york bowery,4,2026-06-11,2026-06-16,5,123.22,616.1,4,Direct
775,267,amsterdam amstel,1,2025-06-20,2025-06-22,2,140.48,280.96,2,OTA
776,5,copenhagen islands brygge,3,2025-05-01,2025-05-05,4,224.53,898.12,5,OTA
777,149,Paris Gare de Lyon,2,2026-01-16,2026-01-21,5,151.35,756.75,4,OTA
778,163,Seattle South Lake Union,4,2025-07-03,2025-07-05,2,123.25,123.25,3,OTA
779,320,London Bankside,4,2025-06-10,2025-06-11,1,106.75,106.75,5,Corporate
780,189,copenhagen islands brygge,4,2025-09-18,2025-09-23,5,110.56,552.8,4,OTA
781,65,Boston North Station,4,2025-12-05,2025-12-10,5,108.0,540.0,5,Direct
782,315,New York Bowery,2,2025-05-27,2025-05-29,2,125.11,250.22,5,Direct
783,155,seattle south lake union,1,2025-09-04,2025-09-09,5,131.84,659.2,4,OTA
784,110,London  Bankside,2,2025-10-12,2025-10-18,6,149.41,896.46,5,OTA
785,13,Rotterdam,3,2026-04-23,2026-04-30,7,225.17,1576.19,3,OTA
786,6,Paris Gare De Lyon,2,2026-03-29,2026-04-01,3,125.41,376.23,4,Corporate
787,18, Amsterdam Amstel ,3,2026-05-06,2026-05-10,4,222.68,890.72,5,Direct
788,324,Seattle  South Lake Union,4,2026-05-18,2026-05-20,2,118.75,237.5,,Direct
789,377,Paris Gare De Lyon,2,2025-05-15,2025-05-16,1,172.13,172.13,5,OTA
790,315, New York Bowery,1,2025-12-07,2025-12-14,7,137.33,961.31,4,OTA
791,8,ROTTERDAM ,4,2026-03-03,2026-03-10,7,87.84,614.88,3,Corporate
792,142,Seattle South Lake Union,2,2026-06-02,2026-06-06,4,166.62,666.48,5,OTA
793,291,rotterdam,1,2026-04-20,2026-04-21,1,102.05,102.05,4,Direct
794,327,amsterdam amstel,3,2026-04-17,2026-04-18,1,241.41,241.41,3,OTA
795,92,copenhagen islands brygge,3,2025-05-24,2025-05-29,5,187.18,935.9,3,Corporate
796,48,seattle south lake union,4,2025-12-30,2026-01-04,5,114.85,574.25,,OTA
797,223, New York Bowery,3,2025-10-23,2025-10-25,2,243.32,486.64,5,OTA
798,17,seattle south lake union,1,2026-06-14,2026-06-20,6,118.82,712.92,4,Direct
799,360, Amsterdam Amstel ,1,2026-01-03,2026-01-10,7,105.02,735.14,4,Direct
800,84,rotterdam,4,2025-07-10,2025-07-17,7,116.25,813.75,2,Direct
801,308,boston north station,3,2026-05-10,2026-05-16,6,173.13,1038.78,3,OTA
802,296,copenhagen islands brygge,4,2025-01-30,2025-02-01,2,120.55,241.1,3,OTA
803,171,Paris Gare De Lyon,1,2025-04-03,2025-04-06,3,104.27,312.81,2,Direct
804,155,New York Bowery,3,2025-03-24,2025-03-26,2,185.47,370.94,3,OTA
805,245,Rotterdam,2,2025-12-19,2025-12-20,1,163.29,163.29,5,Direct
806,66,london bankside,3,2025-05-17,2025-05-21,4,237.99,951.96,2,OTA
807,380,Seattle  South Lake Union,1,2025-08-16,2025-08-21,5,108.35,541.75,3,OTA
808,331,Copenhagen Islands Brygge,2,2025-05-22,2025-05-26,4,136.84,547.36,4,OTA
809,199,boston north station,4,2025-02-05,2025-02-08,3,101.53,304.59,3,Direct
810,376,ROTTERDAM ,1,2026-02-19,2026-02-26,7,105.11,735.77,3,Direct
810,376,ROTTERDAM ,1,2026-02-19,2026-02-26,7,105.11,735.77,3,Direct
811,395,copenhagen islands brygge,1,2025-11-07,2025-11-11,4,125.75,503.0,5,Direct
812,92,Rotterdam,4,2026-06-29,2026-07-06,7,111.14,777.98,4,OTA
813,25,seattle south lake union,4,2025-10-16,2025-10-17,1,104.11,104.11,4,Corporate
814,92, Amsterdam Amstel ,3,2026-01-01,2026-01-05,4,194.64,778.56,4,Direct
815,90,Copenhagen Islands Brygge,1,2025-04-07,2025-04-09,2,125.7,251.4,5,Direct
816,269, New York Bowery,4,2025-02-11,2025-02-12,1,86.95,86.95,4,Direct
817,206,boston north station,1,2025-07-08,2025-07-14,6,126.57,759.42,2,OTA
818,356,Boston North Station,1,2026-01-19,2026-01-24,5,131.27,656.35,4,Direct
819,146,Paris Gare De Lyon,3,2025-01-06,2025-01-10,4,229.22,916.88,5,OTA
820,114,Rotterdam,2,2025-01-19,2025-01-25,6,128.64,771.84,5,OTA
821,286,copenhagen islands brygge,1,2025-12-18,2025-12-21,3,133.97,401.91,5,OTA
822,17,boston north station,1,2026-05-14,2026-05-19,5,101.72,508.6,3,Corporate
823,240,Seattle  South Lake Union,1,2025-06-09,2025-06-14,5,125.32,626.6,2,Direct
824,121,boston north station,4,2025-05-15,2025-05-19,4,117.79,471.16,3,Direct
825,393,Paris Gare de Lyon,4,2026-02-23,2026-02-26,3,101.39,304.17,4,Direct
826,275,ROTTERDAM ,4,2025-08-19,2025-08-26,7,114.26,799.82,5,OTA
827,391, Amsterdam Amstel ,4,2025-06-26,2025-07-02,6,100.07,600.42,2,Direct
828,318,Paris Gare De Lyon,1,2026-02-23,2026-02-24,1,109.0,109.0,5,Corporate
829,83,Copenhagen Islands Brygge,4,2026-01-13,2026-01-19,6,92.16,552.96,3,Corporate
830,296,amsterdam amstel,4,2026-04-16,2026-04-18,2,102.36,204.72,4,OTA
831,126,Rotterdam,4,2025-03-13,2025-03-14,1,111.42,111.42,3,Direct
832,367,copenhagen islands brygge,1,2025-01-25,2025-01-29,4,129.75,519.0,2,Direct
833,64,seattle south lake union,1,2025-05-30,2025-06-06,7,134.08,938.56,4,Corporate
834,125,Rotterdam,4,2025-08-04,2025-08-07,3,109.9,329.7,5,Corporate
835,231,seattle south lake union,3,2025-10-09,2025-10-14,5,180.69,903.45,5,Corporate
836,367,boston north station,2,2025-11-09,2025-11-13,4,162.53,650.12,4,Corporate
837,15,Boston North Station,2,2025-11-07,2025-11-09,2,139.52,279.04,3,OTA
838,80,ROTTERDAM ,3,2026-06-20,2026-06-23,3,240.11,720.33,3,Direct
839,176,Amsterdam Amstel,2,2025-11-13,2025-11-15,2,140.57,281.14,4,Corporate
840,380,amsterdam amstel,2,2026-01-08,2026-01-14,6,159.93,959.58,3,OTA
841,229,London Bankside,2,2025-09-08,2025-09-11,3,135.26,405.78,3,Direct
842,47,boston north station,2,2025-03-07,2025-03-09,2,128.48,256.96,5,OTA
843,325, Amsterdam Amstel ,1,2025-07-21,2025-07-25,4,101.74,406.96,3,OTA
844,58,AMSTERDAM AMSTEL,4,2025-07-19,2025-07-24,5,108.85,544.25,5,Direct
845,91,Seattle  South Lake Union,3,2026-06-04,2026-06-08,4,242.03,968.12,3,Corporate
846,58,boston north station,2,2026-05-15,2026-05-16,1,179.27,179.27,4,Direct
847,176,london bankside,2,2025-07-18,2025-07-25,7,137.99,965.93,5,OTA
848,293,Boston North Station,2,2025-11-28,2025-11-30,2,147.13,294.26,4,OTA
849,305,Seattle  South Lake Union,4,2025-10-03,2025-10-05,2,103.44,206.88,5,Corporate
850,162,ROTTERDAM ,4,2025-11-12,2025-11-16,4,114.48,824.26,5,Corporate
851,393,paris gare de lyon,3,2025-01-20,2025-01-27,7,185.87,1301.09,5,Direct
852,286,copenhagen islands brygge,2,2025-08-09,2025-08-14,5,172.72,863.6,3,Direct
853,400,Seattle South Lake Union,4,2026-05-14,2026-05-16,2,108.55,217.1,,Corporate
854,146,rotterdam,1,2026-04-29,2026-05-01,2,101.33,202.66,2,OTA
855,46, New York Bowery,4,2025-09-09,2025-09-12,3,114.49,343.47,3,Direct
856,365,London  Bankside,3,2026-01-05,2026-01-12,7,236.97,1658.79,5,Corporate
857,310,boston north station,1,2025-05-24,2025-05-25,1,116.73,116.73,5,Direct
858,290,Rotterdam,4,2025-02-02,2025-02-07,5,97.93,489.65,5,Direct
859,400,London  Bankside,1,2026-06-29,2026-07-01,2,135.0,270.0,5,OTA
860,239,copenhagen islands brygge,4,2025-06-05,2025-06-11,6,92.4,554.4,5,Direct
861,4,copenhagen islands brygge,4,2025-01-20,2025-01-21,1,101.73,101.73,3,Corporate
862,182, New York Bowery,2,2025-07-13,2025-07-20,7,142.25,995.75,3,Direct
863,168,Rotterdam,3,2025-08-24,2025-08-30,6,193.0,1158.0,5,OTA
864,226,amsterdam amstel,1,2026-01-20,2026-01-21,1,130.54,130.54,,Direct
865,303,new york bowery,1,2025-04-06,2025-04-08,2,123.31,246.62,4,Direct
866,163,ROTTERDAM ,4,2025-07-15,2025-07-17,2,115.89,231.78,5,Direct
867,205,copenhagen islands brygge,1,2025-12-30,2026-01-02,3,134.57,403.71,5,Direct
868,9,copenhagen islands brygge,3,2025-11-28,2025-11-29,1,188.92,188.92,4,OTA
869,306,Amsterdam Amstel,2,2025-10-28,2025-10-31,3,170.87,512.61,4,OTA
870,57,paris gare de lyon,2,2025-01-31,2025-02-04,4,147.54,590.16,5,Direct
871,241,Rotterdam,1,2025-05-28,2025-06-01,4,114.54,458.16,3,Direct
871,241,Rotterdam,1,2025-05-28,2025-06-01,4,114.54,458.16,3,Direct
872,215,New York Bowery,1,2025-04-26,2025-04-30,4,116.2,464.8,5,OTA
873,244, Amsterdam Amstel ,4,2025-09-21,2025-09-23,2,106.02,212.04,4,OTA
874,67, New York Bowery,2,2025-08-19,2025-08-25,6,130.37,782.22,4,Corporate
875,364,boston north station,4,2026-06-17,2026-06-22,5,119.08,595.4,4,Corporate
876,324,AMSTERDAM AMSTEL,1,2025-07-22,2025-07-24,2,125.77,251.54,3,Corporate
876,324,AMSTERDAM AMSTEL,1,2025-07-22,2025-07-24,2,125.77,251.54,3,Corporate
877,177,seattle south lake union,2,2026-02-20,2026-02-24,4,150.3,601.2,5,Corporate
878,96,rotterdam,3,2025-12-16,2025-12-23,7,228.46,1599.22,4,Corporate
879,188,Boston North Station,4,2025-01-27,2025-02-01,5,94.13,470.65,4,Corporate
880,232,rotterdam,4,2025-03-26,2025-04-02,7,92.44,647.08,3,OTA
881,382, New York Bowery,3,2026-06-23,2026-06-28,5,212.65,1063.25,5,Corporate
882,82,paris gare de lyon,1,2025-06-19,2025-06-25,6,125.05,750.3,4,OTA
883,26,new york bowery,4,2025-10-31,2025-11-04,4,122.44,489.76,5,Corporate
883,26,new york bowery,4,2025-10-31,2025-11-04,4,122.44,489.76,5,Corporate
884,107,boston north station,1,2025-03-02,2025-03-09,7,104.37,730.59,3,OTA
885,128,Copenhagen Islands Brygge,3,2025-03-14,2025-03-16,2,190.98,381.96,4,OTA
886,228,Paris Gare de Lyon,2,2025-10-10,2025-10-17,7,160.5,1123.5,3,OTA
887,64,seattle south lake union,4,2025-06-07,2025-06-08,1,114.16,114.16,5,Direct
888,321,Boston North Station,4,2026-03-13,2026-03-18,5,112.47,562.35,5,OTA
889,309,London  Bankside,3,2025-09-05,2025-09-12,7,207.49,1452.43,2,Direct
890,129,boston north station,3,2026-03-06,2026-03-12,6,244.42,1466.52,4,Direct
891,303,Seattle South Lake Union,4,2025-09-30,2025-10-01,1,116.9,116.9,2,Direct
892,330,London  Bankside,1,2025-04-08,2025-04-09,1,108.5,108.5,2,Direct
893,294,seattle south lake union,1,2026-02-13,2026-02-20,7,130.56,913.92,5,OTA
894,150,Rotterdam,4,2025-01-30,2025-02-05,6,119.36,716.16,4,OTA
895,235, Amsterdam Amstel ,3,2025-06-14,2025-06-16,2,235.38,470.76,2,OTA
896,181,london bankside,2,2025-11-21,2025-11-28,7,175.93,1231.51,2,Direct
897,136,Copenhagen Islands Brygge,4,2025-12-26,2025-12-29,3,119.54,358.62,4,Direct
898,388,boston north station,2,2026-02-12,2026-02-17,5,136.14,680.7,2,OTA
899,69,rotterdam,4,2025-04-17,2025-04-24,7,116.45,815.15,5,Direct
900,21,new york bowery,2,2025-06-08,2025-06-14,6,126.57,759.42,3,OTA
901,7,New York Bowery,3,2025-09-07,2025-09-08,1,206.64,206.64,3,OTA
